nama,rating,jumlah_review,tipe,lat,lon,kategori,provinsi,url_gambar_1,url_gambar,url_gambar_2
Pantai Batukaras,4.8,49,Tujuan Wisata,-7.7381946,108.4967658,Alam,Jawa Barat,,,
Pantai Teluk Awur,4.3,2765,Tujuan Wisata,-6.6174807,110.6467488,Alam,Jawa Tengah,,,
Toko Mitra Oleh-Oleh Khas Sidoarjo,4.8,4457,Toko Suvenir,-7.4615307,112.7172408,Shopping,Jawa Timur,,,
Jungle Toon Waterpark,4.2,1589,Taman Rekreasi Air,-7.0037447,110.3861645,Taman Hiburan,Jawa Tengah,,,
Taman Kebun Bibit Mojolangu Kota Malang,4.4,409,Taman bermain,-7.9321426,112.6289351,Taman Hiburan,Jawa Timur,,,
Karmaphala Toko Oleh-Oleh Khas Bali,5,32,Toko Suvenir,-8.7284395,115.1672585,Shopping,Bali,,,
Gunung Tangkil,4.2,26,Cagar Alam,-6.9619989,106.5065177,Alam,Jawa Barat,,,
Goa Garba,4.8,156,Tujuan Wisata,-8.5081103,115.3020799,Edukasi,Bali,,,
Monumen Apollo Kdp,4.5,43,Bangunan Bersejarah,-7.1870414,112.1968262,Edukasi,Jawa Timur,https://pixabay.com/get/g5b2e2a4bcbbad372e4ea930b0c7d88f49e06d814ef0096329e93ca9d439fb20359cb09e9a0b378a66cf00b8db9ce470c914e346070fb9b8473cef7e52b6d1027_1280.jpg,,
Water Park Tirtamas Indah,4.3,1478,Taman Rekreasi Air,-7.7042022,109.0158138,Taman Hiburan,Jawa Tengah,,,
Tugu Perbatasan Kabupaten Situbondo,4.4,45,Monumen,-7.922983,114.387069,Edukasi,Jawa Timur,,,
Pantai Sanur,4.5,5797,Pantai,-8.7071782,115.2626236,Alam,Bali,,,
Bolu Susu Lembang Toko Resmi Lembang 1 - Oleh Oleh Khas Bandung,4.9,2121,Toko Kue,-6.8121605,107.617927,Shopping,Jawa Barat,,,
Pantai Glagah Indah,4.4,5022,Tujuan Wisata,-7.9168137,110.076823,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/gb626d76c96fb734e7ffb16d79c4e829d6163cd6604c6a1f0bab8190b0d1c02b15a0bc19eed206ccd8c421439c7ddff5a1daa2d12260c710b730891eecdabfc8e_1280.jpg,,
Himmatu Aqiqah,3.9,45,Kebun Binatang,-6.388878,106.836588,Taman Hiburan,Banten,,,
Toko Oleh-Oleh Bsj (Banjaran Sari Jaya),4.3,84,Pusat Perbelanjaan,-6.8754449,108.2914676,Shopping,Jawa Barat,,,
Jawa Timur Park 3,4.5,41704,Taman Hiburan,-7.8971338,112.5531027,Taman Hiburan,Jawa Timur,,,
Kibuyut Ki.Beji Terumbu Babadan,4.7,138,Museum Sejarah Lokal,-6.0749379,106.2001249,Edukasi,Banten,,,
Monumen Laksamana Madya Tnial Yos Sudarso,4.4,177,Bangunan Bersejarah,-6.8560199,109.1381018,Edukasi,Jawa Tengah,,https://images.pexels.com/photos/2450218/pexels-photo-2450218.jpeg,
Tebing Koja Kandang Gozila,4.1,2564,Tujuan Wisata,-6.3140635,106.3993444,Alam,Banten,,,
Kebon Vintage Cars Bali Classic Cars Museum,4.7,1146,Museum,-8.6468576,115.2709051,Edukasi,Bali,,,
Pantai Cidora,4.4,529,Pantai,-7.5214616,107.4768595,Alam,Jawa Barat,,,
Museum Geopark Batur,4.6,1942,Museum,-8.2845832,115.3649358,Edukasi,Bali,,,
Nusa Dua Beach,4.6,6507,Pantai,-8.8004121,115.2360119,Alam,Bali,,,
Taman Bermain Ciparay Almaksum,4.9,10,Taman bermain,-7.2193172,107.9324565,Taman Hiburan,Jawa Barat,https://pixabay.com/get/g4cefaf0d9b84222595b2d6d894f219fbe4e920959c50e659ac1c388e8c9338ea839afd8b564bb51c2fcd95a0fa5c114192b0fde7e3e98edf7d5d3b776c8236a0_1280.jpg,,
"Pt. Taman Wisata Candi Borobudur, Prambanan & Ratu Boko",4.8,146,Tujuan Wisata,-7.7534261,110.4869602,Edukasi,Daerah Istimewa Yogyakarta,,,
Toko Kalimanta Oleholeh Bali,4,76,Pusat Perbelanjaan,-8.7180688,115.1849791,Shopping,Bali,,,
Bts Taman Jaya,4.3,76,Taman Peringatan,-6.7603294,105.5109427,Edukasi,Banten,,,
Pet Park,4.3,1137,Kebun Binatang,-6.9048364,107.6267494,Taman Hiburan,Jawa Barat,,,
Monumen Tigaraksa,4.4,705,Patung,-6.2620773,106.4839684,Edukasi,Jawa Barat,https://pixabay.com/get/g91122cbdea1c7266f975743c20dc741618c0e883bdc4ba504ccad4c971539224640b039b73de731794bbca934931bb38f3793c4e68d98423ee623b0b7221f361_1280.jpg,,
Tugu Pasar,4.2,227,Monumen,-8.2632839,112.6909133,Edukasi,Jawa Timur,https://pixabay.com/get/gbc6de41f17b21bf4d6d43a5f51c80d135766a86688e612d70a170a22802f3e1828627fd5cd52ef1b8eb528496b2a3fca3ad3102bca72cead625982714209f8a2_1280.jpg,,
House Of Danar Hadi,4.7,2448,Museum,-7.5687936,110.8163394,Edukasi,Jawa Tengah,https://pixabay.com/get/gd492399597fd2375a5a2a6167165241f7a8f8ee5feeca3426b6ed2978a3b37f251bf0294f8291e55b6520a68e7c286b5318412f5983b6e79633e0d64b7756ac1_1280.jpg,,
Snow World,4.8,37,Arena Bermain Anak-Anak,-7.0190421,110.4954249,Taman Hiburan,Jawa Tengah,,,
Agung Bali Oleh-Oleh Sunset Road,4.4,2849,Toko Suvenir,-8.707035,115.1827239,Shopping,Bali,,,
Pantai Pasir Putih Pangandaran,4.8,392,Pantai,-7.7057641,108.6533569,Alam,Jawa Barat,,,
Bukit Cinta Pangi,4.4,335,Tujuan Wisata,-8.4262591,115.6088009,Alam,Bali,,,
"Monumen Panji Asmorobangun ""Stasiun Kediri""",4.5,154,Bangunan Bersejarah,-7.8168613,112.0133846,Edukasi,Jawa Timur,https://pixabay.com/get/g00a66f017cbc333ec8ad76be0d0cf10e000f3b660e0e501504a66b9e7a29e4606682298868430fa125df56eff88e03911023a5917c2cfb0fc99edd3b4c7a5b54_1280.jpg,,
Story Land,4.6,172,Taman bermain,-6.807778,107.5924809,Taman Hiburan,Jawa Barat,https://pixabay.com/get/gff3813d5350eac7f1d19e1cf48a31e7d37db784dfcaa35d0144148e73675822ef416250b17c891c630e821bfdcfe2c15abf57cbe62f44933f5702cec026ecb15_1280.jpg,,
Penanjakan Bromo,4.8,7877,Taman,-7.9045913,112.9510862,Alam,Jawa Timur,,,
Pusat Oleh-Oleh Malang,4.2,26,Toko Suvenir,-7.9371204,112.7114642,Shopping,Jawa Timur,,,
Museum Prabu Geusan Ulun,4.7,187,Museum,-6.8611033,107.9208248,Edukasi,Jawa Barat,,,
Taman Batu Watu Amben,4.5,1059,Taman,-7.8586679,110.4726761,Alam,Daerah Istimewa Yogyakarta,,,
Wisata Pangandaran,4.5,150,Tujuan Wisata,-7.7047688,108.6557642,Alam,Jawa Barat,,,
Wisata Monyet Pacet,4.3,26,Tujuan Wisata,-7.7092607,112.5257281,Alam,Jawa Timur,,https://images.pexels.com/photos/32211254/pexels-photo-32211254.jpeg,
Bon Pisa Family Play And Eat Zone,4.4,215,Taman bermain,-7.9685084,112.6641466,Taman Hiburan,Jawa Timur,,,
Pantai Madasari,4.7,7108,Tujuan Wisata,-7.7924089,108.4964061,Alam,Jawa Barat,,,
Kandang Harimau,3.8,12,Kebun Binatang,-6.8072567,107.5933261,Taman Hiburan,Jawa Barat,,,
Wahana Tornado,4.6,43,Taman Hiburan,-6.1235489,106.8312481,Taman Hiburan,DKI Jakarta,,,
Sungai Rindu & Hutan Mangrove Sembilangan,4.3,437,Tujuan Wisata,-6.0734524,107.0112616,Alam,Jawa Barat,,,
Pantai Bulakan Pondok,4.2,31,Pantai,-6.176227,105.8462631,Alam,Banten,https://pixabay.com/get/g2a8b1b6808cccacd99bda297da4ef93cf18d2cad872398e7c93e4bfc3153e69f26cae30e52b48af002fa2b91eddb92532ea1749f9bfceb211696b02ddb4caba0_1280.jpg,,
Green Canyon Pangandaran,4.6,8231,Tujuan Wisata,-7.7350372,108.456452,Alam,Jawa Barat,,,
Rumah Budaya Kratonan,4.4,372,Galeri Seni,-7.5778095,110.8182663,Edukasi,Jawa Tengah,,,
Tugu Asmaul Husna,4.6,523,Bangunan Bersejarah,-6.2847144,106.1177728,Edukasi,Banten,,,
Kawasan Pariwisata Nusa Dua,4.6,199,Tujuan Wisata,-8.8034419,115.2282787,Alam,Bali,https://pixabay.com/get/g5d500b3186dbf528bdf7a5e70b4377bed827d1bfb2efbb1f5e94ad945a45be98bf430b2954fd13779b8813ebffb0b4900dc5bc1b82e176f36cda7ee820cd209e_1280.jpg,,
Monumen Perjuangan Prambon,4.4,168,Monumen,-7.44922,112.5699,Edukasi,Jawa Timur,https://pixabay.com/get/g61df03518e4bf9f229a228bcb12e408a2cb34a3830557c9b09a2025843b910ceb36c4488c21ecc0e85aaf74e8a1b1685422d7d016145294e9eabba90f846f6e9_1280.jpg,,
Kios Oleh-Oleh Wingko Susilowati,4.5,95,Toko Kue,-7.8214454,110.3616913,Shopping,Daerah Istimewa Yogyakarta,,,
Anjungan Dki Jakarta,4.7,279,Bangunan Bersejarah,-6.3025926,106.8933022,Edukasi,DKI Jakarta,,,
Pantai Anyer Sirih,4.1,186,Tujuan Wisata,-6.1117779,105.8799301,Alam,Banten,https://pixabay.com/get/g3f9c938d31b3d69b00c79b865d22514e40824bad25cdb7f1e4cb07abd3c1a03bacc0f63e45f141d0f25e64825eee40fe591559c8f7e383c2df54293649d3950c_1280.jpg,https://images.pexels.com/photos/4143569/pexels-photo-4143569.jpeg,
Lapangan Tabel,4.5,143,Taman,-6.8744487,112.3756444,Alam,Jawa Timur,,,
Pantai Gopek Karangantu,4.4,3845,Tujuan Wisata,-6.0255765,106.1655155,Alam,Banten,https://pixabay.com/get/g2808ea786fa899f11d3d9b2afe6c2533353784299794e13391e027283d0bde469136f34fd5b9e91cb4810a5eb3515b341f6dc21c04123477d5fb94dedf4a6596_1280.jpg,https://images.pexels.com/photos/16156391/pexels-photo-16156391.jpeg,https://images.unsplash.com/photo-1599486349027-77fd046baf63?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3NTkzODB8MHwxfHNlYXJjaHw1fHxQYW50YWklMjBHb3BlayUyMEthcmFuZ2FudHV8ZW58MHwwfHx8MTc0ODk0ODY1MHww&ixlib=rb-4.1.0&q=80&w=1080
Saloka Theme Park,4.5,19858,Taman Hiburan,-7.280767,110.459024,Taman Hiburan,Jawa Tengah,,,
Bukit Watu Keren Gelaran,4.6,20,Area Mendaki,-7.8279038,110.6877135,Alam,Daerah Istimewa Yogyakarta,,,
Tugu Belimbing Bintang,4.4,782,Monumen,-6.355517,106.8500305,Edukasi,DKI Jakarta,,,
Bakpia Pathok 25 Bandara Jaya,4.4,9080,Pusat Perbelanjaan,-7.7833366,110.4341576,Shopping,Daerah Istimewa Yogyakarta,,,
Pantai Cahaya,4.2,3954,Tujuan Wisata,-6.9024213,110.0659932,Alam,Jawa Tengah,,,
Monumen Pemersatu Bangsa Soekarno-Hatta,4.4,35,Monumen,-7.5569207,110.8608233,Edukasi,Jawa Tengah,,,
Pantai Cimaja,4.5,106,Pantai,-6.9612678,106.4858039,Alam,Jawa Barat,,,
Papuma Beach,4.5,4092,Tujuan Wisata,-8.4300742,113.5536522,Alam,Jawa Timur,,,
Tugu Batas Kota Blora (Barat),4.2,114,Monumen,-6.9677625,111.3881406,Edukasi,Jawa Tengah,,,
Titik Nol Yogyakarta,4.8,52488,Tujuan Wisata,-7.8013966,110.3647641,Edukasi,Daerah Istimewa Yogyakarta,,,
Patung Panglima Sudirman,4.5,55,Monumen,-7.9671899,112.6384955,Edukasi,Jawa Timur,https://pixabay.com/get/g2e01a3354e257b6f7e8c5bac17f37a2e7c1686ac7698d593aa72978def6bd1f94141aae20210a7053d3cfebf6d1ef17aad786a8cca796a6fbff5fc5acc018c3a_1280.jpg,,
Taman Reptil Adiluhur,4.2,371,Kebun Binatang,-7.6857054,109.5517631,Taman Hiburan,Jawa Tengah,,,
Gunung Karang,4.2,1054,Gunung berapi,-6.2691666,106.05,Alam,Banten,,,
Museum Biologi Fakultas Biologi Ugm,4.5,498,Museum,-7.8018633,110.3743934,Edukasi,Daerah Istimewa Yogyakarta,,,
Watu Payung,4.4,1002,Tujuan Wisata,-7.793477,110.520934,Alam,Daerah Istimewa Yogyakarta,,,
Bendungan Ubrug Panorama View,4.5,545,Cagar Alam,-6.5499067,107.4073521,Alam,Jawa Barat,,,
Wonderzone Cirebon,4.6,49,Taman bermain,-6.7036233,108.5015515,Taman Hiburan,Jawa Barat,,,
Diga Park,4.5,345,Taman,-6.4761227,106.7523387,Alam,Jawa Barat,,,
Puncak Bukit Seloringgit,4.3,33,Area Mendaki,-7.686657,112.4193755,Alam,Jawa Timur,,,
Water Park Sumber Udel,4.2,2888,Taman Rekreasi Air,-8.0916584,112.1658046,Taman Hiburan,Jawa Timur,,,
Pantai Karang Suraga,4.1,28,Tujuan Wisata,-6.1303654,105.864164,Alam,Banten,https://pixabay.com/get/ga2fb5b53974ac049b4a9ee11b459743434e0cf96a98fddc7eff67e4ca3a97e0f9e8d4bd6056bd1843849e2bbb7a36c57715be4fb606ba58b1023a14a5b00643f_1280.jpg,,
Istana Pasir Cilegon,4.1,348,Museum,-6.0378967,106.0213196,Edukasi,Banten,,,
Patapan ( Tempat Bertapa ) Sultan Banten,4.4,106,Museum arkeologi,-6.1897163,106.2890372,Edukasi,Banten,,,
Art:1 New Museum,4.6,535,Museum Seni Modern,-6.147049,106.8402241,Edukasi,DKI Jakarta,,,
Geopark Ciletuh,4.6,7042,Tujuan Wisata,-7.1812356,106.4628179,Alam,Jawa Barat,,,
Pantai Ngunggah,4.6,454,Tujuan Wisata,-8.0790563,110.4087139,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g250d45335689585d9445ace76c123865a357891b435cb33c0c6d66d07065c8af241ab14d25602ea22d750d55bbd24b046dbbc38753bcdfeaa76418424f2f8824_1280.jpg,,
Museum Satwa Jawa Timur Park 2,4.8,1232,Museum Hewan,-7.8888179,112.5295605,Edukasi,Jawa Timur,https://pixabay.com/get/gf70b3a58b2b721c378322ae3dd06f50287bd64d535c88b89cabfe570566d9a563ca14f8adcaf9b61d6436a4fad6c275ce7d8418bf770877d1165a88ad0ecca95_1280.jpg,,
Tugu Perbatasan Gunungkidul - Sukoharjo - Wonogiri,4.4,135,Bangunan Bersejarah,-7.8167301,110.785591,Edukasi,Jawa Tengah,,,
Cimory Dairy Land - Wisata Jawa Tengah,4.4,683,Taman,-7.2070218,110.4242529,Taman Hiburan,Jawa Tengah,,,
Rdg Waterboom,4.1,24,Taman Rekreasi Air,-6.9589505,110.5442509,Taman Hiburan,Jawa Tengah,,,
Monumen Perjuangan Tni Au,4.5,937,Tujuan Wisata,-7.8407882,110.3764636,Edukasi,Daerah Istimewa Yogyakarta,,,
Taman Superhero,4.4,5034,Taman Kota,-6.910999,107.630531,Taman Hiburan,Jawa Barat,,,
Museum Islam Indonesia Kh Hasyim Asy'Ari Jombang,4.7,2122,Museum Nasional,-7.6086521,112.2344868,Edukasi,Jawa Timur,,,
Happy Fandes Playground,4.8,64,Taman bermain,-6.3684342,107.5401717,Taman Hiburan,Jawa Barat,https://pixabay.com/get/gcfe46604ea300e9a38e36870186c3b6a63bbc55cc443a8c00ea0c33d7b6ab2185f218a8ad8ca9d6f99ffa569fe6c2c8bfa47f628b935bd15995e1ccd0712ca95_1280.jpg,,
Monumen Tragedi 12 Mei,4.4,25,Monumen,-6.1672763,106.7888012,Edukasi,DKI Jakarta,,,
Tugu De Latinos,4.6,36,Taman,-6.3181001,106.6796842,Taman Hiburan,Banten,https://pixabay.com/get/gb3ad24957588146d9818988f557eeedc5233d2d7987f1a974f4e9c168aba6da463ca298c8ca02a388565b8cd64eea81afe6fa149d08b661f80ec99193128df81_1280.jpg,,
Atlantis Land,4.3,2785,Pusat Rekreasi,-7.2528206,112.8023104,Taman Hiburan,Jawa Timur,,,
Gunung Sindoro,4.6,1665,Gunung berapi,-7.3025,109.9958333,Alam,Jawa Tengah,https://pixabay.com/get/gaeedb1aef4295d3ea3ebe8d8bd02f08b09e7fe1fc10990c7aa78b79c6cf670ae317a61e840289b2a0afcb882a021cf400b4f3468b82e1e2f1868a22727a32f93_1280.jpg,,
Tugu Jam Margonda,4.4,282,Bangunan Bersejarah,-6.3992243,106.8198997,Edukasi,Jawa Barat,https://pixabay.com/get/g2c969559af3658d8ede6c72a64128f1710807d633d88221cd2418acd451da6a7029300eec0552b62b4f22bbeb8f0b0bf911058cc0f895cf696a663d59793ce79_1280.jpg,,
Bukit Cariang Camping Ground,4.7,78,Tujuan Wisata,-6.1400198,105.9784539,Alam,Banten,,,
Komplek Garuda,4.5,496,Bangunan Bersejarah,-6.0782635,106.6481818,Edukasi,Banten,,,
Taman Safari Indonesia Bogor,4.7,66663,Kebun Binatang,-6.7206492,106.9508355,Taman Hiburan,Banten,https://pixabay.com/get/g46e2be1758b60503e2669e6de9646e3bad0fcd6faa05520cec5497c6657909745ebea0a62c42424fe54c14770aadb4e5c090cf5e8a653574345acfd9ef5efdd5_1280.jpg,,
"Situs Perahu Kuno "" Abad Ke 7 "" Punjulharjo",4.2,234,Bangunan Bersejarah,-6.69318,111.408614,Edukasi,Jawa Tengah,,,
Tugu Makuthå,4.6,355,Monumen,-7.5466085,110.7778354,Edukasi,Jawa Tengah,,,
Oleh-Oleh Khas Bandung. Ud,3.7,28,Toko Suvenir,-6.902342,107.656081,Shopping,Jawa Barat,,,
Pantai Florida Anyer Beach,4.5,94,Tujuan Wisata,-6.128524,105.8635541,Alam,Banten,https://pixabay.com/get/g0f234c9b28cc3a121ee6c1979a3c17d9a73ccbfd1a7f10d051bb906209112ed669fdc739f8fccd76d77f38c21a659fc2417967ca43a58d166e0c546e6b225f92_1280.jpg,https://images.pexels.com/photos/32307147/pexels-photo-32307147.jpeg,https://images.unsplash.com/photo-1443397646383-16272048780e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3NTkzODB8MHwxfHNlYXJjaHwxNHx8UGFudGFpJTIwRmxvcmlkYSUyMEFueWVyJTIwQmVhY2h8ZW58MHwwfHx8MTc0ODk0ODY1M3ww&ixlib=rb-4.1.0&q=80&w=1080
Bukit Pandang Selopamioro,4.8,23,Tujuan Wisata,-7.9648258,110.3789024,Alam,Daerah Istimewa Yogyakarta,,,
Pantai Carita,4.3,1723,Pantai,-6.2959861,105.8396249,Alam,Banten,https://pixabay.com/get/g4ef034bbc47c6b7ab92e80727e2765fe0a928017f0ee8cd61c538e8760b44633ae6a5496a399b3230baf26b74e03cf6b46d6efac6a37f47680af91b68f4a6960_1280.jpg,https://images.pexels.com/photos/11666424/pexels-photo-11666424.jpeg,https://images.unsplash.com/photo-1580109731155-e6d609984211?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3NTkzODB8MHwxfHNlYXJjaHw0fHxQYW50YWklMjBDYXJpdGF8ZW58MHwwfHx8MTc0ODk0ODY0NXww&ixlib=rb-4.1.0&q=80&w=1080
Gumul Paradise Island,4.3,4552,Taman Rekreasi Air,-7.811681,112.0611694,Taman Hiburan,Jawa Timur,https://pixabay.com/get/gb0b586e74a4b2691e769a924626e483753a129f09fbd98e6d652f2f381cbf192047b8791e9090fbe0f6620cff87c8ec4b1889039b6e18af841b265f0cffe6850_1280.jpg,,
Newtown Waterpark,4.5,1816,Taman Rekreasi Air,-6.170467,106.6164565,Taman Hiburan,Banten,,,
Gua Maria Bukit Kanada,4.8,893,Tujuan Wisata,-6.3511531,106.2701486,Edukasi,Banten,,,
Kandang Rusa Marina,4.6,18,Kebun Binatang,-6.9499766,110.3904862,Taman Hiburan,Jawa Tengah,,,
Pura Luhur Pucak Kedaton,4.7,121,Tujuan Wisata,-8.3348789,115.0883118,Alam,Bali,,,
Pantai Ex Green Garden Anyer,4.6,127,Tujuan Wisata,-6.0688129,105.891665,Alam,Banten,https://pixabay.com/get/g5eacf5756343523a2c0f7680d662eb6da4d95f321ed3993f73d2a4ba800d1ae86603013f4e379bd8ff663ddd537b2bc464244f1ce84231ec36410f6b2ba43f31_1280.jpg,,
Dream Land,4.3,116,Taman bermain,-6.713331,108.551878,Taman Hiburan,Jawa Barat,https://pixabay.com/get/g99a327e7e64888b013f6528bb0da2e2276c271c9e8a3c1769fd709248c951c8bbec40582a099f95a0ec30b71a21c65a5c7d433bc07615a2c818b3f338de4a57e_1280.jpg,,
Monumen Trisula,4.4,788,Monumen,-8.2595122,112.0742377,Edukasi,Jawa Timur,https://pixabay.com/get/gad1608cafedf6daa7fdfe79704c02fd7be633017bfa657bc297a1594f7f10c95a46173582aa14f29384b38edb6b259b1245c02c5b26095d662d06691c8a148ca_1280.jpg,,
Keraton Kaibon,4.5,2286,Bangunan Bersejarah,-6.0430556,106.16,Edukasi,Banten,,,
Dermaga Laguna Barat,4.7,28,Tujuan Wisata,-7.9135141,110.0739587,Alam,Daerah Istimewa Yogyakarta,,,
Gunung Agung,4.5,145,Tujuan Wisata,-8.3433041,115.5075097,Alam,Bali,,,
Krisna Oleh-Oleh Khas Bali - Samasta Jimbaran,4.4,298,Toko Suvenir,-8.7854775,115.1642624,Shopping,Bali,,,
Taman Satwa Anak,4.5,565,Kebun Binatang,-6.3068411,106.8190401,Taman Hiburan,Banten,https://pixabay.com/get/g16b132f3af437fda8c730785a62b3a55a97e4c0bf07b08009b70e749ead3e7aef0e2fc1d6c99bc3942d146e9aa5c57488db1ef2138bba192c54303d0a37b2434_1280.jpg,,
Tugu Keris,4.5,110,Tujuan Wisata,-7.5524806,110.6255376,Edukasi,Jawa Tengah,,,
Pantai Karang Papak,4.6,2372,Tujuan Wisata,-7.6405941,107.6837437,Alam,Jawa Barat,,,
Amerta,4.3,786,Taman Rekreasi Air,-7.3601785,109.9146285,Taman Hiburan,Jawa Tengah,,,
Kolam Nila Pagersari,4.8,13,Taman Rekreasi Air,-7.1877229,110.40341,Taman Hiburan,Jawa Tengah,,,
Candi Selogriyo (740 Mdpl),4.5,516,Tujuan Wisata,-7.4246381,110.1676375,Edukasi,Jawa Tengah,,,
Gunung Mahameru,4.1,49,Puncak Gunung,-7.5497222,109.4241667,Alam,Jawa Tengah,https://pixabay.com/get/g8f6763d862f53787fec28ac5a4b85adf078d17aad3cbd289c2ebe80d3d2cf095ce6e8b11add0b88f2eae0d66c50f915ccc74fe450bbd5608690ffae231d86ddb_1280.jpg,,
Pantai Daplangu Sumur Pandeglang,4.7,224,Area Rekreasi Alam,-6.6743257,105.5728318,Alam,Banten,https://pixabay.com/get/gd23172aa5db6f6c27580edf46f7165226d4c969ebe6ce707b2cb3d4bfadbd298a4b6dfe9bb7af4524439e9df77afcb91537c86a10ad4ab1fe16d2a8ac168a814_1280.jpg,https://images.pexels.com/photos/18784658/pexels-photo-18784658.jpeg,
Museum Trinil,4.3,1383,Museum,-7.3744311,111.3576113,Edukasi,Jawa Timur,https://pixabay.com/get/g56c2640ef60a03e1cea17fa3d1e7cf45dad6b9de8c96ade3b9c496b1e8ee8014b3bda8c9d494f0b8c4d0d6291f0bb68f999e450177fced3657f66da10deb2fde_1280.jpg,,
Kawah Gunung Karang,4.5,85,Tujuan Wisata,-6.2802481,106.0538891,Alam,Banten,,,
Gunung Batur,4.5,4141,Gunung berapi,-8.2401299,115.3774944,Alam,Bali,https://pixabay.com/get/g0de16aecf3d814b0ee341a8c70e28d5d25388b9ca278055aa0a820c38d8d6b147b66b27743cf017bdba82f39c67f0864112378f0a7c246f7221f99187ec81574_1280.jpg,,
Taruma Leisure Waterpark,4.3,1992,Taman Rekreasi Air,-6.3064286,107.2791133,Taman Hiburan,DKI Jakarta,,,
Pantai Segara,4.3,1732,Pantai,-8.7243214,115.1692808,Alam,Bali,,,
Situs Sanghyang Dengdek,4.8,69,Tujuan Wisata,-6.3502995,105.9491684,Edukasi,Banten,,,
Jogja Exotarium Pintu Timur,4.8,107,Kebun Binatang,-7.7299363,110.3597424,Taman Hiburan,Daerah Istimewa Yogyakarta,https://pixabay.com/get/gf422292b6f0cf6ed3e1ecd8bc8f9f540b2c6a2bb97981bf22af811dad7b6e58d95c606b6e8d9427453a64dd353d8653d8020bbf2e98bbd0200a2b170d865ea88_1280.jpg,,
Aria Waterboom,4.8,1084,Taman Rekreasi Air,-6.9952067,110.6016372,Taman Hiburan,Jawa Tengah,,,
Pantai Nguyahan,4.5,2046,Tujuan Wisata,-8.1184709,110.5030696,Alam,Daerah Istimewa Yogyakarta,,,
Funworld Queen City Mall,4.1,67,Taman bermain,-6.9730289,110.4207447,Taman Hiburan,Jawa Tengah,https://pixabay.com/get/g5541bd62ec5db00913ce57d75cbc561c44f5ceacebf4980fb4cb4781287920e52479ac29b070ce2f40acd50873bb04b07d061a5b58d17427470dca475533d99c_1280.jpg,,
Pantai Samudera Baru,4.2,1597,Tujuan Wisata,-6.0510126,107.4078121,Alam,Jawa Barat,,,
Sentral Oleh Oleh,4.8,30,Pusat Perbelanjaan,-6.3557547,108.3149097,Shopping,Jawa Barat,,,
Museum W.R. Soepratman,4.8,463,Museum,-7.2506354,112.7537695,Edukasi,Jawa Timur,https://pixabay.com/get/g217b2606bcafe4b0ca2e77eac8ab7aa451b6ddd447522708c3c9ea4a88c0b93a83c2799f3e9c693a1e05741159f7ba8a9b3dd0736614d17c89a8a95c97ea03d0_1280.jpg,,
Pusat Oleh - Oleh Khas Jogja Arnida,4.8,42,Toko Kue,-7.7833741,110.4407445,Shopping,Jawa Tengah,,,
Pantai Songbrong,4.4,84,Taman,-6.8904047,109.7903268,Alam,Jawa Tengah,,,
Tugu Bambu,4.4,1118,Monumen,-6.2988901,107.0299646,Edukasi,Jawa Barat,https://pixabay.com/get/g8f23d53efc364e69ec5fcd14ecc2b6b598d6edc269558afd057928a05a7b01537283fae1e42fba82de4ffdf6c0ad9b8992ce11117dc2d73bc8674b9ff52721e6_1280.jpg,,
Jiggle Jungle,4.8,146,Taman bermain,-6.145129,106.8921896,Taman Hiburan,DKI Jakarta,,,
The Fountain Water Park,4.4,2429,Taman Rekreasi Air,-7.1156389,110.3953765,Taman Hiburan,Jawa Tengah,,,
Cimaung Waterpark,4.7,45,Taman Rekreasi Air,-6.6498156,107.7162351,Taman Hiburan,Jawa Barat,,,
Pantai Cipatujah Tasikmalaya,4.2,1767,Pantai,-7.7479223,108.0104669,Alam,Jawa Barat,,,
Tugu Mayor Damar,4.4,28,Bangunan Bersejarah,-8.1679288,112.7085495,Edukasi,Jawa Timur,,,
Watersplash Citra 2,4.2,56,Taman Rekreasi Air,-6.1419075,106.7078246,Taman Hiburan,DKI Jakarta,,,
Patung Dewa Indra,4.7,646,Patung,-8.5091402,115.2712071,Edukasi,Bali,,,
Teletubbies Hill,4.1,1094,Tujuan Wisata,-8.7853848,115.5747842,Alam,Bali,,,
De Tjolomadoe,4.6,21573,Museum,-7.5341353,110.7499199,Edukasi,Jawa Tengah,https://pixabay.com/get/gfc43fab436317a50634b36220f8f81104d4b0140c9b63dae11f08a1a72d7e183fbf161fde1619a726d481713429b6cf9d7e5b59cd89ed35aae4724dab5318545_1280.jpg,,
Bakpia Pathok 25 Pathok Jaya,4.6,14693,Toko Kue,-7.7974714,110.361295,Shopping,Daerah Istimewa Yogyakarta,,,
Pantai Pandawa,4.6,10215,Pantai,-8.8452802,115.1870679,Alam,Bali,,,
Bukit Nirwana,4.4,1248,Tujuan Wisata,-7.8617098,112.4600165,Alam,Jawa Timur,,,
Land Of Zoomoov Pondok Indah Mall,4.7,17,Taman Bermain Dalam Ruangan,-6.2634414,106.7823448,Taman Hiburan,DKI Jakarta,,,
